model,condition,example_id,raw_output_len_chars,extracted_code_len_chars,flags,warning,error
qwen2.5-coder:7b,direct,crn-001766,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:44.690971514Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 273410018, 'load_duration': 229932201, 'prompt_eval_count': 168, 'prompt_eval_duration': 11244470, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006094,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:44.855410542Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 178802416, 'load_duration': 150432781, 'prompt_eval_count': 178, 'prompt_eval_duration': 22776717, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006094,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:44.871151334Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 179080012, 'load_duration': 162024747, 'prompt_eval_count': 178, 'prompt_eval_duration': 10870191, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005935,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:49.050408994Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 799170448, 'load_duration': 124755181, 'prompt_eval_count': 145, 'prompt_eval_duration': 18725409, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005935,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:49.251346179Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 222158921, 'load_duration': 196278043, 'prompt_eval_count': 145, 'prompt_eval_duration': 13582640, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-003340,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:49.302064729Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 250530914, 'load_duration': 188764787, 'prompt_eval_count': 465, 'prompt_eval_duration': 42692386, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-003340,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:49.486857546Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 233743247, 'load_duration': 214935640, 'prompt_eval_count': 465, 'prompt_eval_duration': 10917656, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-010983,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:50.933117385Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 720589654, 'load_duration': 148122974, 'prompt_eval_count': 168, 'prompt_eval_duration': 21650103, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-010983,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.061654942Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 153713810, 'load_duration': 137335281, 'prompt_eval_count': 168, 'prompt_eval_duration': 10623050, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002782,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.098497007Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 163933641, 'load_duration': 134967519, 'prompt_eval_count': 189, 'prompt_eval_duration': 22204933, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002782,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.24716286Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 183848694, 'load_duration': 167626779, 'prompt_eval_count': 189, 'prompt_eval_duration': 10595336, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-000938,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.294936537Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 194968318, 'load_duration': 169062934, 'prompt_eval_count': 140, 'prompt_eval_duration': 18244449, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-000938,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.410449784Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 162074636, 'load_duration': 145549345, 'prompt_eval_count': 140, 'prompt_eval_duration': 10661753, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-012022,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.517766114Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 221849051, 'load_duration': 181544706, 'prompt_eval_count': 303, 'prompt_eval_duration': 30820102, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-012022,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.636735439Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 225218190, 'load_duration': 201394281, 'prompt_eval_count': 303, 'prompt_eval_duration': 11121255, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006672,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.736216802Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 216619351, 'load_duration': 184223898, 'prompt_eval_count': 255, 'prompt_eval_duration': 26609055, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006672,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.798437153Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 160454510, 'load_duration': 145290452, 'prompt_eval_count': 255, 'prompt_eval_duration': 10558169, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002936,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:51.979514171Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 241992106, 'load_duration': 211165290, 'prompt_eval_count': 171, 'prompt_eval_duration': 23569635, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002936,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.044380841Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 244746509, 'load_duration': 226234759, 'prompt_eval_count': 171, 'prompt_eval_duration': 11265468, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-001592,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.171318157Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 189816800, 'load_duration': 159955938, 'prompt_eval_count': 191, 'prompt_eval_duration': 22966447, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-001592,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.209195909Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 163280088, 'load_duration': 146178321, 'prompt_eval_count': 191, 'prompt_eval_duration': 10785653, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-012114,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.361656662Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 189288731, 'load_duration': 163110536, 'prompt_eval_count': 170, 'prompt_eval_duration': 21404712, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-012114,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.388030525Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 177786771, 'load_duration': 161835762, 'prompt_eval_count': 170, 'prompt_eval_duration': 10733991, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-009143,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.585278119Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 222283718, 'load_duration': 166934846, 'prompt_eval_count': 323, 'prompt_eval_duration': 35364367, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-009143,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.643288064Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 254168860, 'load_duration': 224821925, 'prompt_eval_count': 323, 'prompt_eval_duration': 13986204, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-007430,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.869085134Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 281441185, 'load_duration': 253454682, 'prompt_eval_count': 146, 'prompt_eval_duration': 19422276, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-007430,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:52.891900536Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 246185965, 'load_duration': 228508235, 'prompt_eval_count': 146, 'prompt_eval_duration': 11712641, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008317,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.024494092Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 154094933, 'load_duration': 123227819, 'prompt_eval_count': 204, 'prompt_eval_duration': 23940324, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008317,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.065360877Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 172498574, 'load_duration': 155706849, 'prompt_eval_count': 204, 'prompt_eval_duration': 11154938, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005837,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.196350578Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 170624226, 'load_duration': 146840421, 'prompt_eval_count': 138, 'prompt_eval_duration': 18851575, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005837,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.262433806Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 196111071, 'load_duration': 179298917, 'prompt_eval_count': 138, 'prompt_eval_duration': 11040749, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005987,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.405130148Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 206740878, 'load_duration': 177401164, 'prompt_eval_count': 205, 'prompt_eval_duration': 23679835, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-005987,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.419179008Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 154578063, 'load_duration': 138794146, 'prompt_eval_count': 205, 'prompt_eval_duration': 10594650, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004034,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.595179231Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 175013059, 'load_duration': 153094612, 'prompt_eval_count': 110, 'prompt_eval_duration': 16845765, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004034,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.609161147Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 203070377, 'load_duration': 181621170, 'prompt_eval_count': 110, 'prompt_eval_duration': 10689367, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-013498,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.753591805Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 156487559, 'load_duration': 127889598, 'prompt_eval_count': 174, 'prompt_eval_duration': 22007214, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-013498,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.768752936Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 158393253, 'load_duration': 121407631, 'prompt_eval_count': 174, 'prompt_eval_duration': 10644773, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008596,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.927289627Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 172705682, 'load_duration': 142892612, 'prompt_eval_count': 194, 'prompt_eval_duration': 23995199, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008596,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:53.942402849Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 172667836, 'load_duration': 141493391, 'prompt_eval_count': 194, 'prompt_eval_duration': 10862402, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004704,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.094898997Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 166543141, 'load_duration': 137688073, 'prompt_eval_count': 147, 'prompt_eval_duration': 20208019, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004704,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.109568482Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 165897414, 'load_duration': 130238359, 'prompt_eval_count': 147, 'prompt_eval_duration': 10690063, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-000658,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.279087676Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 183166990, 'load_duration': 149662340, 'prompt_eval_count': 214, 'prompt_eval_duration': 24416599, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-000658,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.31042887Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 199915685, 'load_duration': 183172806, 'prompt_eval_count': 214, 'prompt_eval_duration': 10970977, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002953,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.565171051Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 284943286, 'load_duration': 246663810, 'prompt_eval_count': 197, 'prompt_eval_duration': 25131449, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002953,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.588136458Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 276791462, 'load_duration': 232784556, 'prompt_eval_count': 197, 'prompt_eval_duration': 13485981, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008903,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.822126598Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 254761653, 'load_duration': 220781637, 'prompt_eval_count': 249, 'prompt_eval_duration': 26336203, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008903,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:54.838973815Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 248715337, 'load_duration': 221354049, 'prompt_eval_count': 249, 'prompt_eval_duration': 11652971, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008014,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.044137124Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 204126436, 'load_duration': 180288755, 'prompt_eval_count': 125, 'prompt_eval_duration': 18005643, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008014,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.070734068Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 247379164, 'load_duration': 229631473, 'prompt_eval_count': 125, 'prompt_eval_duration': 11687050, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006483,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.261915209Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 216638982, 'load_duration': 174266133, 'prompt_eval_count': 320, 'prompt_eval_duration': 32931315, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006483,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.281379837Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 208516027, 'load_duration': 189492484, 'prompt_eval_count': 320, 'prompt_eval_duration': 11553270, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002912,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.484143136Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 221085790, 'load_duration': 192016673, 'prompt_eval_count': 195, 'prompt_eval_duration': 23811465, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-002912,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.502827874Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 220389670, 'load_duration': 176948226, 'prompt_eval_count': 195, 'prompt_eval_duration': 12266755, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-011602,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.727405375Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 242081717, 'load_duration': 216944554, 'prompt_eval_count': 131, 'prompt_eval_duration': 18936444, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-011602,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.751648969Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 247674504, 'load_duration': 231643877, 'prompt_eval_count': 131, 'prompt_eval_duration': 10766542, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-003000,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.907504249Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 178986842, 'load_duration': 147017022, 'prompt_eval_count': 239, 'prompt_eval_duration': 26162179, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-003000,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:55.922701355Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 170065511, 'load_duration': 146239650, 'prompt_eval_count': 239, 'prompt_eval_duration': 10725201, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008292,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:56.093475287Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 184739079, 'load_duration': 141865749, 'prompt_eval_count': 304, 'prompt_eval_duration': 32556693, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-008292,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:56.108214663Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 184368400, 'load_duration': 136123558, 'prompt_eval_count': 304, 'prompt_eval_duration': 10702011, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006652,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:56.323531553Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 229053183, 'load_duration': 196232832, 'prompt_eval_count': 245, 'prompt_eval_duration': 26500376, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-006652,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:56.338659829Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 229418765, 'load_duration': 206231065, 'prompt_eval_count': 245, 'prompt_eval_duration': 10772106, 'eval_count': 1}"
qwen2.5-coder:7b,direct,crn-004798,0,0,empty_raw_output;empty_extracted_code,empty_raw_output,"BackendRequestError: Ollama response did not include message.content: {'model': 'qwen2.5-coder:7b', 'created_at': '2026-05-11T02:26:58.264004655Z', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 897488972, 'load_duration': 177522936, 'prompt_eval_count': 107, 'prompt_eval_duration': 16652948, 'eval_count': 1}"
